0|centro,guadalajara,jalisco|20.6866131|-103.3507872
1|wizeline, zapopan, jalisco, mexico|20.6443271|-103.4163436
2|la minerva, guadalajara, jalisco, mexico|20.6743943|-103.3874128
3|estadio akron, zapopan, jalisco, mexico|20.681776|-103.462645
4|estado 3 de marzo, zapopan, jalisco, mexico|20.693501|-103.416100
5|centro magno, guadalajara, jalisco, mexico|20.674133|-103.380684
